Brand,Weight,SoC,CPU,GPU,RAM,Storage,Memory cards,Display,Battery,OS,Camera,SIM card,Wi-Fi,USB,Bluetooth,Positioning,priceUrl,imageUrl,name
lava,165 g,MediaTek MT6582,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 500 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC","5.5 in, IPS, 540 x 960 pixels, 24 bit","3000 mAh, Li-Polymer",Android 5.0 Lollipop,"3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps",Mini-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/f57333c5/320/main.jpg,Iris Alfa L;
lava,143 g,MediaTek MT6582,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 500 MHz, Cores: 2","2 GB, 533 MHz",16 GB,"microSD, microSDHC","5 in, IPS, 720 x 1280 pixels, 24 bit","2500 mAh, Li-Polymer",Star OS (Android 4.4.2 KitKat),"4128 x 3096 pixels, 1920 x 1080 pixels, 30 fps",Micro-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/bf84338e/320/main.jpg,Iris Icon;
lava,143 g,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","5 in, TFT, 480 x 854 pixels, 24 bit","3000 mAh, Li-Polymer",Android 4.4 KitKat,"2560 x 1920 pixels, 1280 x 720 pixels",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/6301332a/320/main.jpg,Iris Fuel25;
lava,160 g,MediaTek MT6582M,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 416 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC","4.5 in, TFT, 480 x 854 pixels, 24 bit","3000 mAh, Li-Polymer",Android 4.4 KitKat,"2560 x 1920 pixels, 1920 x 1080 pixels, 30 fps",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/252e3329/320/main.jpg,Iris Fuel10;
lava,,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","5 in, TFT, 480 x 854 pixels, 24 bit","4400 mAh, Li-Polymer",Android 4.4 KitKat,"2560 x 1920 pixels, 1280 x 720 pixels",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,A-GPS,,https://www.devicespecifications.com/images/model/85643291/320/main.jpg,Iris Fuel20;
lava,,,"ARM Cortex-A5, 1300 MHz, Cores: 4","PowerVR SGX540, 500 MHz","1 GB, 533 MHz",16 GB,"microSD, microSDHC","10.1 in, IPS, 1280 x 800 pixels, 24 bit","6000 mAh, Li-Polymer",Android 4.2.2 Jelly Bean,"1600 x 1200 pixels, 640 x 480 pixels",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/caf0328d/320/main.jpg,Xtron Mega;
lava,146 g,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","4.5 in, TFT, 480 x 854 pixels, 24 bit","1750 mAh, Li-Ion",Android 4.4 KitKat,2048 x 1536 pixels,,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/40003285/320/main.jpg,Iris 465;
lava,160 g,MediaTek MT6592M,"ARM Cortex-A7, 1400 MHz, Cores: 8","ARM Mali-450 MP4, 600 MHz, Cores: 4",2 GB,16 GB,"microSD, microSDHC","5 in, IPS, 720 x 1280 pixels, 24 bit","2500 mAh, Li-Polymer",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps",Micro-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/97a83261/320/main.jpg,Iris X8;
lava,147 g,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","4.5 in, IPS, 480 x 854 pixels, 18 bit","1650 mAh, Li-Ion",Android 4.4.2 KitKat,2560 x 1920 pixels,,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/adab3274/320/main.jpg,Iris 470;
lava,136 g,Broadcom BCM23550,"ARM Cortex-A7, 1200 MHz, Cores: 4",Broadcom VideoCore IV,512 MB,4 GB,"microSD, microSDHC","4 in, IPS, 480 x 800 pixels, 24 bit","1750 mAh, Li-Ion",Android 4.4.2 KitKat,"2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",2.1,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/228b323d/320/main.jpg,Iris X1 mini;
lava,154 g,MediaTek MT6582M,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 416 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC","5 in, IPS, 480 x 854 pixels, 24 bit","2200 mAh, Li-Polymer",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/55a8323c/320/main.jpg,Iris X1 Grand;
lava,156 g,Spreadtrum SC7731G,"ARM Cortex-A7, 1200 MHz, Cores: 4","ARM Mali-400 MP2, 400 MHz, Cores: 2",1 GB,8 GB,"microSD, microSDHC","5 in, IPS, 480 x 854 pixels, 24 bit","2200 mAh, Li-Polymer",Android 4.4.2 KitKat,"2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",2.1,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/14713213/320/main.jpg,Iris Alfa;
lava,174 g,MediaTek MT6582,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 500 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC","5 in, IPS, 720 x 1280 pixels, 24 bit","4000 mAh, Li-Polymer",Android 4.4.2 KitKat,"4320 x 2432 pixels, 1920 x 1080 pixels, 30 fps",Micro-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/456a3173/320/main.jpg,Iris fuel60;
lava,,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","256 MB, 266 MHz",512 MB,"microSD, microSDHC","4 in, TFT, 480 x 800 pixels, 24 bit","1450 mAh, Li-Ion",Android 4.2 Jelly Bean,2048 x 1536 pixels,Mini-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",3.0,,,https://www.devicespecifications.com/images/model/b0ea3273/320/main.jpg,Iris 401;
lava,,Qualcomm Snapdragon 200 MSM8212,"ARM Cortex-A7, 1200 MHz, Cores: 4",Qualcomm Adreno 302,1 GB,8 GB,"microSD, microSDHC","4 in, IPS, 480 x 800 pixels, 24 bit","1950 mAh, Li-Ion",Microsoft Windows Phone 8.1,2592 x 1944 pixels,,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/1e673128/320/main.jpg,Iris win 1;
lava,,Broadcom BCM23550,"ARM Cortex-A7, 1200 MHz, Cores: 4",Broadcom VideoCore IV,1 GB,8 GB,"microSD, microSDHC","5 in, IPS, 720 x 1280 pixels, 24 bit","2400 mAh, Li-Polymer",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/615830a8/320/main.jpg,Iris selfie 50;
lava,160 g,MediaTek MT6582,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 500 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC","5 in, TFT, 480 x 854 pixels, 24 bit","3000 mAh, Li-Polymer",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1280 x 720 pixels, 30 fps",Micro-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/57473073/320/main.jpg,Iris fuel50;
lava,320 g,MediaTek MT8127,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-450 MP4, 600 MHz, Cores: 4","1 GB, 666 MHz",16 GB,"microSD, microSDHC","7 in, TFT, 1024 x 600 pixels, 24 bit","4000 mAh, Li-Polymer",Android 4.4 KitKat,1600 x 1200 pixels,,"a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",4.0,GPS,,https://www.devicespecifications.com/images/model/7f883026/320/main.jpg,Xtron Z704;
lava,300 g,MediaTek MT8312,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1",1 GB,4 GB,"microSD, microSDHC","7 in, LCD, 1024 x 600 pixels",2500 mAh,Android 4.2 Jelly Bean,1600 x 1200 pixels,,"b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot","2.0, Micro USB",,,,https://www.devicespecifications.com/images/model/e46d2fd2/320/main.jpg,IvoryE;
lava,,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","4 in, TFT, 480 x 800 pixels, 18 bit","1700 mAh, Li-Ion",Android 4.4.2 KitKat,"2048 x 1536 pixels, 640 x 480 pixels, 30 fps",,"a, b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/caf22f76/320/main.jpg,Iris 410;
lava,,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","4 in, TFT, 480 x 800 pixels, 18 bit","1400 mAh, Li-Ion",Android 4.4.2 KitKat,"2592 x 1944 pixels, 1280 x 720 pixels, 25 fps",,"b, g, n","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/25453082/320/main.jpg,Iris 404 Flair;
lava,134 g,Broadcom BCM23550,"ARM Cortex-A7, 1200 MHz, Cores: 4",Broadcom VideoCore IV,1 GB,8 GB,"microSD, microSDHC","5 in, IPS, 720 x 1280 pixels, 24 bit","2100 mAh, Li-Ion",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/e8e22f5a/320/main.jpg,Iris X5;
lava,116 g,MediaTek MT6589T,"ARM Cortex-A7, 1500 MHz, Cores: 4","PowerVR SGX544 MP, 357 MHz, Cores: 1",1 GB,16 GB,"microSD, microSDHC","4.7 in, IPS, 720 x 1280 pixels, 24 bit","2000 mAh, Li-Polymer",Android 4.2 Jelly Bean,"4128 x 3096 pixels, 1280 x 720 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/40322eed/320/main.jpg,Iris Pro 30+;
lava,118 g,MediaTek MT6572,"ARM Cortex-A7, 1000 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC","3.5 in, TFT, 320 x 480 pixels, 18 bit","1400 mAh, Li-Ion",Android 4.2.2 Jelly Bean,2048 x 1536 pixels,Mini-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/09132ec0/320/main.jpg,Iris 360 Music;
lava,,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","1 GB, 266 MHz",8 GB,"microSD, microSDHC, microSDXC","4.5 in, IPS, 480 x 854 pixels, 24 bit","1650 mAh, Li-Ion",Android 4.4.2 KitKat,"2592 x 1944 pixels, 1280 x 720 pixels, 30 fps","Micro-SIM, Mini-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/44f12e3f/320/main.jpg,Iris 460;
lava,207 g,Broadcom BCM23550,"ARM Cortex-A7, 1200 MHz, Cores: 4",VideoCore IV,1 GB,8 GB,"microSD, microSDHC, microSDXC","6 in, IPS, 720 x 1280 pixels, 24 bit","2800 mAh, Li-Ion",Android 4.4 KitKat,"3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps",Mini-SIM,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/64552dcf/320/main.jpg,Magnum X604;
lava,100 g,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",512 MB,"microSD, microSDHC, microSDXC","4 in, TFT, 480 x 800 pixels","1450 mAh, Li-Ion",Android 4.2.2 Jelly Bean,2048 x 1536 pixels,Mini-SIM,"b, g, n","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/f1dc2dbc/320/main.jpg,Iris 402e;
lava,80 g,,"1000 MHz, Cores: 2",ARM Mali-400,512 MB,512 MB,"microSD, microSDHC, microSDXC","3.5 in, TFT, 320 x 480 pixels, 24 bit","1200 mAh, Li-Ion",Android 4.2.2 Jelly Bean,1600 x 1200 pixels,Mini-SIM,"b, g, n","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/d75a2dbb/320/main.jpg,Iris 350M;
lava,120 g,,"1000 MHz, Cores: 2",ARM Mali-400,512 MB,512 MB,"microSD, microSDHC, microSDXC","4 in, TFT, 480 x 800 pixels, 18 bit","1500 mAh, Li-Ion",Android 4.2.2 Jelly Bean,1600 x 1200 pixels,Mini-SIM,"b, g, n","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/9a252dba/320/main.jpg,3G 412;
lava,138 g,Broadcom BCM23550,"ARM Cortex-A7, 1200 MHz, Cores: 4",Broadcom VideoCore IV,1 GB,4 GB,"microSD, microSDHC, microSDXC","4.5 in, IPS, 480 x 854 pixels, 24 bit","1800 mAh, Li-Ion",Android 4.4.2 KitKat,"3264 x 2448 pixels, 1280 x 720 pixels, 29 fps","Mini-SIM, Micro-SIM","b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/60652d0e/320/main.jpg,Iris X1;
lava,103 g,MediaTek MT6572,"ARM Cortex-A7, 1000 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","256 MB, 266 MHz",2 GB,"microSD, microSDHC, microSDXC","3.5 in, TFT, 320 x 480 pixels, 18 bit","1400 mAh, Li-Ion",Android 4.2 Jelly Bean,1600 x 1200 pixels,Mini-SIM,"b, g, n","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/09e82d11/320/main.jpg,3G 354;
lava,119 g,MediaTek MT6572,"ARM Cortex-A7, 1000 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC, microSDXC","4 in, TFT, 480 x 800 pixels, 18 bit","1500 mAh, Li-Ion",Android 4.2 Jelly Bean,"2592 x 1944 pixels, 1280 x 720 pixels, 30 fps",,"b, g, n","2.0, Micro USB",,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/51542d10/320/main.jpg,3G 415;
lava,149 g,MediaTek MT6582,"ARM Cortex-A7, 1300 MHz, Cores: 4","ARM Mali-400 MP2, 500 MHz, Cores: 2","1 GB, 533 MHz",8 GB,"microSD, microSDHC, microSDXC","5 in, IPS, 720 x 1280 pixels, 24 bit","2000 mAh, Li-Polymer",Android 4.2.2 Jelly Bean,"4320 x 2432 pixels, 1920 x 1088 pixels, 30 fps","Micro-SIM, Mini-SIM","b, g, n","2.0, Micro USB",3.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/2ac32d12/320/main.jpg,Iris 504q+;
lava,136 g,MediaTek MT6572,"ARM Cortex-A7, 1300 MHz, Cores: 2","ARM Mali-400 MP1, 500 MHz, Cores: 1","512 MB, 266 MHz",4 GB,"microSD, microSDHC, microSDXC","4.5 in, IPS, 480 x 854 pixels, 24 bit","1800 mAh, Li-Ion",Android 4.2 Jelly Bean,"2592 x 1944 pixels, 1280 x 720 pixels, 30 fps",Mini-SIM,"b, g, n","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/f2fc2d13/320/main.jpg,Iris 450 Colour;
lava,,Qualcomm Snapdragon 200 MSM8610,"ARM Cortex-A7, 1200 MHz, Cores: 2",Qualcomm Adreno 302,1 GB,4 GB,"microSD, microSDHC, microSDXC","4 in, TFT, 480 x 800 pixels, 24 bit","1700 mAh, Li-Ion",Android 4.3 Jelly Bean,"2592 x 1944 pixels, 1280 x 720 pixels, 30 fps",,"b, g, n, Wi-Fi Hotspot","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/b8732d17/320/main.jpg,Iris 406Q;
lava,114 g,MediaTek MT6589,"ARM Cortex-A7, 1200 MHz, Cores: 4","PowerVR SGX544 MP, 286 MHz, Cores: 1","1 GB, 533 MHz",4 GB,"microSD, microSDHC","4.7 in, IPS, 720 x 1280 pixels, 24 bit","2000 mAh, Li-Polymer",Android 4.2.2 Jelly Bean,"3264 x 2448 pixels, 1280 x 720 pixels, 30 fps","Mini-SIM, Micro-SIM","b, g, n","2.0, Micro USB",4.0,"GPS, A-GPS",,https://www.devicespecifications.com/images/model/cf592f71/320/main.jpg,Iris Pro 30;
